ion,mass,Intensities
,7615.03497,0.0103091
,7616.037351,0.0044084
,7617.039722,0.0017581
a24+CMCT-A,7857.212294,0.0343194
,7858.214988,0.104556
,7859.2176,0.1704742
,7860.220161,0.1958792
,7861.222682,0.1770075
,7862.225173,0.1334047
,7863.22764,0.086961
,7864.230087,0.0502519
,7865.232516,0.0262034
,7866.234931,0.0124949
,7867.237332,0.0055053
,7868.239723,0.00226
a25,8046.108313,0.0332417
,8047.110973,0.1019257
,8048.113555,0.1675256
,8049.116087,0.1942452
,8050.118583,0.1772657
,8051.121049,0.1350003
,8052.123493,0.0889672
,8053.125917,0.0519968
,8054.128326,0.0274316
,8055.13072,0.0132381
,8056.133102,0.0059046
,8057.135474,0.0024544
a25+CMCT,8297.308076,0.0281007
,8298.310753,0.0908498
,8299.313357,0.1564143
,8300.315912,0.1891569
,8301.318429,0.1794676
,8302.320918,0.1417431
,8303.323384,0.0966774
,8304.32583,0.0583806
,8305.328259,0.0317774
,8306.330673,0.0158028
,8307.333075,0.0072556
,8308.335465,0.0031016
a25-G,7895.058904,0.0358467
,7896.061584,0.1072703
,7897.064181,0.172586
,7898.066725,0.1962596
,7899.06923,0.1758999
,7900.071706,0.131705
,7901.074157,0.0854082
,7902.076589,0.0491541
,7903.079004,0.0255511
,7904.081405,0.0121559
,7905.083793,0.0053475
,7906.08617,0.0021932
a25+CMCT-G,8146.258666,0.0303029
,8147.261363,0.0957352
,8148.263982,0.161479
,8149.266549,0.1916438
,8150.269077,0.1786663
,8151.271575,0.138795
,8152.274048,0.0931886
,8153.276502,0.0554325
,8154.278937,0.0297387
,8155.281358,0.0145834
,8156.283766,0.0066055
,8157.286162,0.0027867
a25-A,7911.053818,0.0357596
,7912.056499,0.1070235
,7913.059096,0.1722813
,7914.061639,0.1960689
,7915.064144,0.1759016
,7916.066619,0.1318548
,7917.06907,0.0856118
,7918.071502,0.0493374
,7919.073916,0.025683
,7920.076317,0.012237
,7921.078704,0.0053916
,7922.081081,0.0022148
a25+CMCT-A,8162.253581,0.0302293
,8163.256278,0.0955143
,8164.258897,0.1611855
,8165.261463,0.1914364
,8166.26399,0.1786367
,8167.266488,0.1389192
,8168.268961,0.0933817
,8169.271414,0.0556181
,8170.273849,0.0298788
,8171.27627,0.0146731
,8172.278677,0.0066561
,8173.281073,0.0028124
a26,8352.133616,0.0293191
,8353.136287,0.0931148
,8354.138881,0.158263
,8355.141424,0.1895631
,8356.14393,0.1785663
,8357.146407,0.1402887
,8358.148861,0.0953288
,8359.151295,0.0574258
,8360.153713,0.0312159
,8361.156116,0.0155176
,8362.158507,0.0071279
,8363.160887,0.0030506
a26+CMCT,8603.333378,0.0247847
,8604.336066,0.0828485
,8605.33868,0.1472916
,8606.341245,0.1837769
,8607.343773,0.179781
,8608.346271,0.1463292
,8609.348746,0.1028132
,8610.351201,0.0639355
,8611.353638,0.0358278
,8612.356061,0.0183383
,8613.358471,0.0086643
,8614.360869,0.0038106
,8615.363257,0.0015708
a26-G,8201.084206,0.0316166
,8202.086898,0.0980809
,8203.089506,0.1632937
,8204.092061,0.1919374
,8205.094577,0.1776642
,8206.097063,0.1372988
,8207.099525,0.091849
,8208.101966,0.0545086
,8209.10439,0.0292075
,8210.1068,0.0143194
,8211.109197,0.0064898
,8212.111582,0.0027416
a26+CMCT-G,8452.283968,0.026727
,8453.286676,0.0873705
,8454.289304,0.1522739
,8455.291881,0.1865588
,8456.294419,0.1794217
,8457.296927,0.1437092
,8458.299409,0.0994407
,8459.301871,0.0609399
,8460.304316,0.0336717
,8461.306745,0.0170019
,8462.309161,0.0079277
,8463.311565,0.0034423
a26-A,8217.079121,0.0315399
,8218.081813,0.0978547
,8219.084421,0.1629994
,8220.086975,0.1917347
,8221.089491,0.1776409
,8222.091976,0.1374268
,8223.094437,0.0920428
,8224.096878,0.0546928
,8225.099302,0.0293458
,8226.101712,0.0144076
,8227.104108,0.0065395
,8228.106493,0.0027668
a26+CMCT-A,8468.278883,0.0266621
,8469.28159,0.0871685
,8470.284219,0.1519923
,8471.286795,0.186343
,8472.289333,0.1793695
,8473.29184,0.1438113
,8474.294322,0.099622
,8475.296784,0.0611246
,8476.299228,0.0338171
,8477.301656,0.0170985
,8478.304072,0.007984
,8479.306475,0.0034718
a27,8697.181051,0.0253607
,8698.183716,0.0838737
,8699.186308,0.1480402
,8700.188851,0.1838052
,8701.191357,0.1792359
,8702.193835,0.1456183
,8703.19629,0.1022396
,8704.198726,0.0635917
,8705.201145,0.0356707
,8706.20355,0.0182887
,8707.205942,0.0086607
,8708.208324,0.0038198
,8709.210696,0.0015798
a27+CMCT,8948.380813,0.0214386
,8949.383494,0.0744784
,8950.386106,0.1372962
,8951.38867,0.1773467
,8952.391197,0.1793967
,8953.393696,0.1508465
,8954.396171,0.1094101
,8955.398626,0.0701907
,8956.401065,0.0405558
,8957.403489,0.0213937
,8958.4059,0.010413
,8959.408299,0.0047163
,8960.410689,0.0020015
a27-G,8546.131641,0.0273481
,8547.134326,0.0884302
,8548.136931,0.1530004
,8549.139486,0.1865309
,8550.142002,0.1788325
,8551.144488,0.142986
,8552.146951,0.0988781
,8553.149394,0.060614
,8554.15182,0.0335289
,8555.154231,0.0169605
,8556.156629,0.0079276
,8557.159016,0.0034524
a27+CMCT-G,8797.331403,0.0231186
,8798.334103,0.0786104
,8799.336729,0.1421571
,8800.339304,0.1804101
,8801.341841,0.1795072
,8802.344349,0.1486036
,8803.346832,0.1061946
,8804.349295,0.0671656
,8805.35174,0.0382802
,8806.35417,0.019928
,8807.356587,0.0095761
,8808.358992,0.0042835
,8809.361387,0.0017959
a27-A,8562.126555,0.0272817
,8563.12924,0.0882259
,8564.131846,0.1527186
,8565.1344,0.1863176
,8566.136916,0.1787831
,8567.139402,0.1430896
,8568.141864,0.0990593
,8569.144306,0.0607978
,8570.146732,0.0336735
,8571.149142,0.0170564
,8572.15154,0.0079836
,8573.153927,0.0034819
a27+CMCT-A,8813.326318,0.0230625
,8814.329018,0.0784283
,8815.331643,0.1418893
,8816.334218,0.1801875
,8817.336755,0.1794317
,8818.339262,0.1486812
,8819.341745,0.1063615
,8820.344207,0.0673478
,8821.346652,0.0384307
,8822.349082,0.020032
,8823.351498,0.0096389
,8824.353903,0.0043176
,8825.356297,0.0018128
a28,9026.233571,0.0219902
,9027.236231,0.0756058
,9028.238821,0.1383334
,9029.241363,0.1777009
,9030.24387,0.1790282
,9031.24635,0.1501036
,9032.248806,0.1086623
,9033.251243,0.0696332
,9034.253665,0.0402165
,9035.256072,0.0212184
,9036.258466,0.010335
,9037.26085,0.0046865
,9038.263224,0.001992
a28+CMCT,9277.433333,0.0185893
,9278.436008,0.0670138
,9279.438618,0.1278816
,9280.44118,0.1707092
,9281.443708,0.1782293
,9282.446207,0.1545225
,9283.448683,0.1154638
,9284.45114,0.0762604
,9285.45358,0.0453363
,9286.456006,0.0245941
,9287.458418,0.0123049
,9288.460819,0.0057265
,9289.46321,0.0024962
a28-G,8875.184161,0.0237134
,8876.186839,0.0797823
,8877.189443,0.1431865
,8878.191997,0.1807108
,8879.194513,0.1790828
,8880.197001,0.1478322
,8881.199465,0.1054468
,8882.201909,0.0666231
,8883.204337,0.0379579
,8884.20675,0.0197653
,8885.209151,0.0095054
,8886.21154,0.0042573
,8887.213919,0.001788
a28+CMCT-G,9126.383923,0.0200461
,9127.386617,0.0707875
,9128.389239,0.1325951
,9129.391813,0.1739928
,9130.39435,0.1787655
,9131.396858,0.1526527
,9132.399342,0.1124288
,9133.401806,0.0732335
,9134.404253,0.0429595
,9135.406684,0.023006
,9136.409103,0.0113673
,9137.411509,0.0052262
,9138.413905,0.0022513
a28-A,8891.179075,0.0236559
,8892.181754,0.0795976
,8893.184357,0.1429179
,8894.186911,0.1804902
,8895.189427,0.1790105
,8896.191915,0.1479122
,8897.194378,0.1056145
,8898.196822,0.0668047
,8899.199249,0.0381074
,8900.201662,0.0198685
,8901.204062,0.0095678
,8902.206451,0.0042911
,8903.208829,0.0018047
a28+CMCT-A,9142.378838,0.0199974
,9143.381531,0.0706232
,9144.384154,0.1323412
,9145.386728,0.173766
,9146.389264,0.1786697
,9147.391772,0.1527071
,9148.394255,0.1125806
,9149.396719,0.0734117
,9150.399165,0.0431137
,9151.401596,0.0231167
,9152.404014,0.0114366
,9153.40642,0.005265
,9154.408816,0.0022711
a29,9331.274857,0.0193694
,9332.277522,0.068786
,9333.280117,0.1297712
,9334.282666,0.1716868
,9335.28518,0.1779847
,9336.287665,0.1534495
,9337.290128,0.1141621
,9338.292571,0.0751492
,9339.294998,0.0445662
,9340.297411,0.0241356
,9341.299811,0.0120634
,9342.302201,0.0056118
,9343.30458,0.0024466
a29+CMCT,9582.47462,0.0163739
,9583.477299,0.0608792
,9584.479913,0.1196484
,9585.482481,0.1643286
,9586.485014,0.176384
,9587.487519,0.1571195
,9588.490001,0.1205662
,9589.492463,0.0817405
,9590.494908,0.049864
,9591.497339,0.0277486
,9592.499757,0.0142377
,9593.502163,0.0067936
,9594.504559,0.0030356
a29-G,9180.225448,0.0208873
,9181.22813,0.0726364
,9182.230739,0.1344928
,9183.233299,0.1748987
,9184.235822,0.1784261
,9185.238315,0.1515163
,9186.240786,0.1111101
,9187.243236,0.0721376
,9188.245669,0.0422159
,9189.248088,0.0225715
,9190.250494,0.0111424
,9191.252889,0.0051212
,9192.255273,0.0022066
a29+CMCT-G,9431.42521,0.017657
,9432.427907,0.0643482
,9433.430534,0.1242022
,9434.433113,0.16776
,9435.435656,0.1772737
,9436.438169,0.1555927
,9437.440658,0.1177221
,9438.443128,0.0787401
,9439.445579,0.047412
,9440.448016,0.0260539
,9441.45044,0.0132059
,9442.452851,0.0062269
,9443.455252,0.0027504
a29-A,9196.220362,0.0208366
,9197.223045,0.072468
,9198.225654,0.1342367
,9199.228213,0.1746743
,9200.230736,0.1783354
,9201.233229,0.1515751
,9202.235699,0.1112641
,9203.238149,0.0723156
,9204.240582,0.0423688
,9205.243,0.0226808
,9206.245406,0.0112105
,9207.2478,0.0051593
,9208.250184,0.002226
a29+CMCT-A,9447.420125,0.0176141
,9448.422821,0.0641987
,9449.425449,0.1239613
,9450.428028,0.167532
,9451.43057,0.1771619
,9452.433083,0.1556265
,9453.435572,0.1178592
,9454.43804,0.0789129
,9455.440492,0.0475684
,9456.442928,0.0261702
,9457.445351,0.0132811
,9458.447762,0.0062702
,9459.450163,0.0027732
a30,9676.322292,0.0167544
,9677.324951,0.0616993
,9678.327545,0.120439
,9679.330093,0.1646162
,9680.332607,0.1761027
,9681.335093,0.1565316
,9682.337557,0.1199745
,9683.340001,0.0813116
,9684.34243,0.0496208
,9685.344844,0.0276407
,9686.347246,0.0142043
,9687.349637,0.0067915
,9688.352018,0.0030422
a30+CMCT,9927.522055,0.0141632
,9928.524728,0.0545197
,9929.52734,0.1107268
,9930.529907,0.1569429
,9931.532439,0.1736708
,9932.534944,0.1593612
,9933.537427,0.125884
,9934.539889,0.0878069
,9935.542336,0.0550827
,9936.544767,0.0315081
,9937.547186,0.0166118
,9938.549594,0.0081419
,9939.551991,0.0037359
,9940.554378,0.0016142
a30-G,9525.272882,0.0180673
,9526.275559,0.0652023
,9527.278166,0.1249899
,9528.280724,0.1680083
,9529.283247,0.1769484
,9530.285742,0.1549814
,9531.288212,0.1171305
,9532.290664,0.078324
,9533.293099,0.0471832
,9534.295519,0.0259564
,9535.297926,0.0131782
,9536.300322,0.0062271
,9537.302708,0.0027576
a30+CMCT-G,9776.472645,0.0152731
,9777.475335,0.0576662
,9778.47796,0.1150847
,9779.480537,0.1604979
,9780.483079,0.1749251
,9781.485593,0.1582173
,9782.488082,0.1232751
,9783.490552,0.0848614
,9784.493004,0.0525632
,9785.495442,0.0296999
,9786.497866,0.0154731
,9787.500279,0.0074965
,9788.502681,0.0034012
a30-A,9541.267797,0.0180234
,9542.270474,0.0650509
,9543.27308,0.1247483
,9544.275639,0.1677817
,9545.278161,0.1768391
,9546.280655,0.1550171
,9547.283126,0.1172681
,9548.285577,0.0784963
,9549.288011,0.0473388
,9550.290431,0.0260721
,9551.292838,0.0132529
,9552.295233,0.0062703
,9553.297619,0.0027803
a30+CMCT-A,9792.467559,0.015236
,9793.47025,0.057532
,9794.472874,0.1148585
,9795.475452,0.1602703
,9796.477993,0.1747976
,9797.480506,0.158229
,9798.482995,0.1233948
,9799.485465,0.0850268
,9800.487917,0.0527207
,9801.490354,0.0298219
,9802.492778,0.0155547
,9803.49519,0.0075451
,9804.497592,0.0034275
a31,10021.369727,0.0144924
,10022.372382,0.0552724
,10023.374973,0.1115112
,10024.377521,0.1572981
,10025.380035,0.1734772
,10026.382522,0.158828
,10027.384986,0.1253007
,10028.387432,0.0873569
,10029.389862,0.054811
,10030.392277,0.0313776
,10031.394681,0.016565
,10032.397073,0.0081336
,10033.399456,0.0037405
,10034.401829,0.0016204
a31+CMCT,10272.569489,0.0122511
,10273.572158,0.0487678
,10274.574767,0.1022446
,10275.577333,0.1494136
,10276.579865,0.1702999
,10277.58237,0.1608311
,10278.584853,0.1306703
,10279.587316,0.0936952
,10280.589764,0.0603924
,10281.592196,0.0354807
,10282.594616,0.0192058
,10283.597025,0.0096617
,10284.599423,0.004549
,10285.601812,0.0020163
a31-G,9870.320317,0.0156281
,9871.322988,0.0584516
,9872.325593,0.115871
,9873.328151,0.1608194
,9874.330673,0.1746889
,9875.333168,0.1576581
,9876.33564,0.1226883
,9877.338092,0.0844219
,9878.340528,0.0523053
,9879.34295,0.0295804
,9880.345358,0.0154327
,9881.347756,0.0074911
,9882.350143,0.0034067
a31+CMCT-G,10121.52008,0.0132111
,10122.522764,0.0516155
,10123.525386,0.1063929
,10124.527962,0.1530467
,10125.530503,0.1718792
,10126.533017,0.1600617
,10127.535507,0.1283155
,10128.537977,0.0908319
,10129.54043,0.0578261
,10130.542869,0.0335683
,10131.545294,0.0179607
,10132.547708,0.0089337
,10133.550111,0.0041601
,10134.552505,0.0018242
a31-A,9886.315232,0.0155901
,9887.317903,0.0583156
,9888.320507,0.1156439
,9889.323065,0.1605929
,9890.325587,0.1745637
,9891.328082,0.1576717
,9892.330553,0.1228088
,9893.333005,0.084587
,9894.335441,0.0524622
,9895.337862,0.0297016
,9896.34027,0.0155138
,9897.342667,0.0075395
,9898.345054,0.0034329
a31+CMCT-A,10137.514994,0.013179
,10138.517679,0.0514952
,10139.520301,0.1061813
,10140.522877,0.1528214
,10141.525418,0.1717384
,10142.52793,0.1600524
,10143.53042,0.1284175
,10144.53289,0.0909886
,10145.535343,0.0579835
,10146.537781,0.0336952
,10147.540206,0.0180485
,10148.542619,0.0089877
,10149.545022,0.0041903
,10150.547416,0.0018397
a32,10327.395029,0.0127822
,10328.397693,0.0501524
,10329.400295,0.1039813
,10330.402852,0.1506209
,10331.405375,0.1704822
,10332.40787,0.1601177
,10333.410343,0.1295323
,10334.412797,0.0925757
,10335.415235,0.0595287
,10336.417659,0.034917
,10337.42007,0.0188833
,10338.422469,0.0094965
,10339.424859,0.0044723
,10340.427239,0.0019838
a32+CMCT,10578.594792,0.0108054
,10579.597469,0.0441985
,10580.600087,0.0951354
,10581.602661,0.1426405
,10582.605202,0.1667261
,10583.607715,0.1614073
,10584.610206,0.1343852
,10585.612677,0.0987173
,10586.615132,0.0651714
,10587.617572,0.0392081
,10588.619999,0.0217295
,10589.622414,0.0111901
,10590.624819,0.0053925
,10591.627215,0.0024461
a32-G,10176.345619,0.0137839
,10177.3483,0.0530664
,10178.350914,0.1081562
,10179.353481,0.154212
,10180.356013,0.1719818
,10181.358516,0.1592794
,10182.360996,0.1271453
,10183.363457,0.0897144
,10184.365901,0.0569824
,10185.36833,0.0330279
,10186.370746,0.0176567
,10187.373151,0.0087806
,10188.375545,0.0040902
,10189.377931,0.0017951
a32+CMCT-G,10427.545382,0.0116522
,10428.548075,0.0468031
,10429.550705,0.0990884
,10430.55329,0.146303
,10431.55584,0.1685559
,10432.558361,0.1609595
,10433.560859,0.1322715
,10434.563337,0.0959526
,10435.565797,0.0625843
,10436.568243,0.0372135
,10437.570676,0.0203912
,10438.573096,0.0103855
,10439.575506,0.0049512
,10440.577906,0.0022225
a32-A,10192.340534,0.0137504
,10193.343215,0.0529428
,10194.345828,0.1079421
,10195.348395,0.1539876
,10196.350927,0.1718447
,10197.35343,0.1592744
,10198.35591,0.1272501
,10199.35837,0.0898718
,10200.360813,0.0571391
,10201.363242,0.0331534
,10202.365658,0.0177433
,10203.368063,0.0088337
,10204.370457,0.0041198
,10205.372841,0.0018103
a32+CMCT-A,10443.540296,0.0116239
,10444.54299,0.0466939
,10445.54562,0.0988895
,10446.548204,0.1460815
,10447.550754,0.1684056
,10448.553275,0.1609329
,10449.555772,0.1323574
,10450.55825,0.0961002
,10451.56071,0.0627403
,10452.563155,0.0373439
,10453.565587,0.0204842
,10454.568008,0.0104444
,10455.570417,0.004985
,10456.572817,0.0022403
a33,10656.447549,0.0110834
,10657.450209,0.0449382
,10658.452808,0.0960804
,10659.455365,0.143311
,10660.457888,0.166838
,10661.460384,0.1610207
,10662.462858,0.1337582
,10663.465314,0.0980989
,10664.467753,0.0646966
,10665.470178,0.0389023
,10666.472591,0.0215585
,10667.474992,0.0111057
,10668.477383,0.0053556
,10669.479766,0.0024319
a33+CMCT,10907.647312,0.0093693
,10908.649984,0.0395511
,10909.6526,0.0876995
,10910.655173,0.135279
,10911.657713,0.1625094
,10912.660227,0.1615565
,10913.662718,0.1380319
,10914.66519,0.1039904
,10915.667646,0.0703735
,10916.670087,0.0433799
,10917.672516,0.0246237
,10918.674932,0.0129831
,10919.677339,0.0064039
,10920.679736,0.0029725
a33-G,10505.39814,0.011952
,10506.400815,0.0475786
,10507.403426,0.1000489
,10508.405993,0.1469517
,10509.408524,0.1686244
,10510.411029,0.1605345
,10511.41351,0.1316262
,10512.415972,0.0953352
,10513.418417,0.0621208
,10514.420847,0.0369208
,10515.423265,0.0202305
,10516.425672,0.0103078
,10517.428068,0.0049179
,10518.430455,0.0022099
a33+CMCT-G,10756.597902,0.0101035
,10757.60059,0.0419057
,10758.603217,0.0914377
,10759.605801,0.1389507
,10760.60835,0.1645857
,10761.610871,0.1614473
,10762.61337,0.1361871
,10763.615848,0.1013489
,10764.61831,0.0677788
,10765.620757,0.0413045
,10766.62319,0.0231864
,10767.625612,0.0120937
,10768.628024,0.0059026
,10769.630425,0.0027117
a33-A,10521.393054,0.0119229
,10522.395729,0.0474676
,10523.398341,0.0998486
,10524.400907,0.1467306
,10525.403439,0.1684761
,10526.405942,0.1605104
,10527.408423,0.1317137
,10528.410885,0.0954831
,10529.41333,0.0622763
,10530.41576,0.0370503
,10531.418177,0.0203229
,10532.420583,0.0103662
,10533.422979,0.0049514
,10534.425366,0.0022276
a33+CMCT-A,10772.592817,0.010079
,10773.595505,0.0418078
,10774.598132,0.0912523
,10775.600715,0.1387341
,10776.603264,0.1644266
,10777.605785,0.161403
,10778.608283,0.1362555
,10779.610761,0.1014859
,10780.613223,0.0679322
,10781.615669,0.0414379
,10782.618102,0.0232849
,10783.620524,0.0121579
,10784.622935,0.0059405
,10785.625336,0.0027322
a34,10961.488836,0.0097625
,10962.491499,0.0406867
,10963.494103,0.0893042
,10964.496665,0.1366221
,10965.499193,0.1630176
,10966.501695,0.1611661
,10967.504175,0.1370759
,10968.506635,0.102892
,10969.50908,0.069427
,10970.51151,0.0426995
,10971.513927,0.0241966
,10972.516334,0.012743
,10973.51873,0.0062811
,10974.521117,0.0029147
a34+CMCT,11212.688599,0.0082527
,11213.691274,0.0357709
,11214.693894,0.0813549
,11215.696472,0.1286136
,11216.699017,0.1582465
,11217.701535,0.1610494
,11218.704031,0.1408023
,11219.706508,0.1085084
,11220.708969,0.0750905
,11221.711415,0.0473209
,11222.713847,0.0274538
,11223.716269,0.0147918
,11224.71868,0.0074542
,11225.721081,0.0035344
,11226.723474,0.0015846
a34-G,10810.439426,0.0105275
,10811.442105,0.0430989
,10812.444721,0.0930783
,10813.447292,0.1402727
,10814.449829,0.1650289
,10815.452339,0.1609874
,10816.454825,0.1351878
,10817.457292,0.10024
,10818.459742,0.0668444
,10819.462178,0.0406449
,10820.464601,0.0227789
,10821.467012,0.011868
,10822.469413,0.0057888
,10823.471804,0.0026589
a34+CMCT-G,11061.639189,0.0088994
,11062.641879,0.037918
,11063.644511,0.0848952
,11064.647099,0.1322632
,11065.649653,0.1605117
,11066.652179,0.1612319
,11067.654682,0.13921
,11068.657165,0.1059999
,11069.659631,0.0725092
,11070.662083,0.0451844
,11071.664521,0.0259303
,11072.666947,0.0138237
,11073.669363,0.0068947
,11074.671769,0.0032363
,11075.674166,0.0014367
a34-A,10826.434341,0.010502
,10827.437019,0.0429983
,10828.439635,0.0928903
,10829.442207,0.1400559
,10830.444743,0.1648725
,10831.447253,0.1609471
,10832.449739,0.1352594
,10833.452205,0.1003784
,10834.454655,0.0669976
,10835.45709,0.0407773
,10836.459513,0.0228762
,10837.461924,0.0119313
,10838.464324,0.005826
,10839.466715,0.002679
a34+CMCT-A,11077.634103,0.0088778
,11078.636794,0.0378293
,11079.639425,0.0847217
,11080.642013,0.1320522
,11081.644567,0.1603464
,11082.647092,0.1611728
